uwAmendmentList,uwAmendmentList.AmendmentID,uwAmendmentList.AmendmentNo,uwAmendmentList.AmendmentType,uwAmendmentList.AmendmentKey,uwAmendmentList.BranchID,uwAmendmentList.CoverType,uwAmendmentList.IssueDate
Valency.Models.Console.UnderWriting.uwAmendmentList,c4bc4d20-dd7d-485d-b459-6658f019f4d3,0,GENERAL,21/A/01/00006/08/23,21ac3f25-74e5-458e-a354-de39aac74aa6,Import,"09/08/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,8ae0c39b-bb02-4a6d-9b4f-d68823d0f6d7,0,GENERAL,21/A/01/00007/08/23,21ac3f25-74e5-458e-a354-de39aac74aa6,Import,"09/08/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,6bc4dc00-c3ad-40b7-8676-4370c1e625b4,0,ADDITION,20/A/01/00032/08/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"02/08/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,19bca9dd-7e5a-49a6-88f5-a2113413c6ba,0,ADDITION,20/A/01/00031/08/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"02/08/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,7c6cab25-a855-4fd1-8b80-8452e1a981ff,0,GENERAL,02/A/01/00038/07/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"11/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,7cb21ef9-92b2-4a47-ad11-9ad9e586110a,0,GENERAL,02/A/01/00039/07/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"11/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,06dd288e-02da-4c76-97a6-c12888f892cf,0,GENERAL,02/A/01/00040/07/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"13/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,3b9256ae-187e-4c2f-9e89-51df1bb40098,0,GENERAL,02/A/01/00041/07/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"17/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,153b513e-bb07-47b1-b935-e1655a42def9,0,REFUND,20/A/01/00030/07/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"21/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,2a6e892f-3e2f-4cb9-843b-50ad09b9365c,0,ADDITION,20/A/01/00013/06/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"07/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,adeb6104-e913-4fb1-aac2-46f846c33cd5,0,REFUND,20/A/01/00014/06/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"19/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,86770ba0-bb67-4b6d-9f45-4ab23c94ee79,0,REFUND,20/A/01/00015/06/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"19/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,cdba134b-79e7-4fc3-8839-e9efaa4bfd36,0,REFUND,20/A/01/00016/06/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"19/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,523b6289-251a-4bed-a17e-883d434780cd,0,REFUND,20/A/01/00017/06/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"19/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,58b6f31f-4e06-41ae-a077-d99c6b434234,0,REFUND,20/A/01/00018/06/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"19/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,87352c4b-1f3c-463c-b963-e7eb0aa75b11,0,REFUND,20/A/01/00019/06/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"19/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,1b6a920b-59ed-4c9a-b8f2-a463c2167466,0,REFUND,20/A/01/00020/06/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"19/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,fed1da2d-62bd-4d4e-bded-900f261dcc3f,0,REFUND,20/A/01/00021/06/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"19/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,1982ca20-e54b-4a77-b72c-99d463b67abe,0,REFUND,20/A/01/00022/06/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"19/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,36ff3d5c-c1f0-4389-addd-b5223ddbdc2f,0,REFUND,20/A/01/00024/07/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"05/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,480785e2-d457-4310-a188-70137786a380,0,REFUND,20/A/01/00023/07/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"05/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,31c90749-d5e2-45cb-8624-056ebd76c539,0,REFUND,20/A/01/00026/07/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"20/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,c9425094-ed07-4eb1-8f3b-2e7bc26007ae,0,REFUND,20/A/01/00028/07/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"20/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,7b50cd44-7846-4a9a-99a4-a1c1c3c169d7,0,REVISED,20/A/01/00027/07/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"20/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,e0fe41a3-e81a-4e5d-ae61-86b04bed8fe7,0,REFUND,20/A/01/00025/07/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"20/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,9347e704-daa2-47c2-a047-3843e4047f42,0,REFUND,22/A/01/00024/07/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"13/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,c74cee0e-5284-485c-95a8-8eb9e6c9aa44,0,GENERAL,03/A/01/00039/04/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"07/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,48ca71ce-8be4-49a5-91e6-b41fb632de89,0,GENERAL,03/A/01/00041/05/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"26/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,7711527d-fa12-4e94-86e0-8f039a1cf75a,0,GENERAL,03/A/01/00042/06/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"02/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,22916204-966a-4fc2-be06-b41f0f732ea1,0,GENERAL,03/A/01/00043/06/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"05/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,713a48f4-9fb0-427a-8a51-e2588f8f9c70,0,GENERAL,03/A/01/00051/07/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"12/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,27dad2d9-ded0-48ac-b091-345e42307534,0,GENERAL,03/A/01/00050/07/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,"In Land","03/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,9134c4d9-389c-4094-8e2f-c15ae16b60a6,0,GENERAL,03/A/01/00048/06/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"27/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,9f86c444-915b-44f2-ba99-b42c25a85794,0,GENERAL,03/A/01/00049/06/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"27/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,14801fe3-2503-4182-a86f-5e0d17304625,0,GENERAL,03/A/01/00047/06/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"23/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,07ad5416-2afa-4df7-b3ca-eb76cb32493e,0,ADDITION,03/A/01/00046/06/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"16/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,d4b39eee-f7eb-460a-b2e8-b394dd499ad2,0,GENERAL,03/A/01/00045/06/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"15/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,31529b4e-ad2d-497c-9fa7-bd52277dadb9,0,ADDITION,03/A/01/00044/06/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"12/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,620ea457-d62a-4499-b078-3373a9b2d17c,0,ADDITION,02/A/01/00036/07/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"10/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,08bfd0c7-fc78-43f7-bed6-99237dd938ec,0,REVISED,02/A/01/00037/07/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"10/07/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,4ae04274-9328-40a7-9e31-cb92cc7ce3e3,0,ADDITION,20/A/01/00012/04/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"27/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,9d8fc241-9322-4b53-8a92-0acac5931a18,0,ADDITION,16/A/01/00002/02/23,2429ead8-d406-4e4f-b573-b466200399e1,Import,"06/02/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,b23445ed-f760-49ae-80ba-112840fc599f,0,ADDITION,01/A/01/00023/05/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","24/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,9a765ef6-7d62-4b8f-a5ff-e252af06f3b9,0,GENERAL,01/A/01/00022/05/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","22/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,2a325d32-0961-45bf-9396-0a32b5bf0618,0,GENERAL,02/A/01/00034/06/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"01/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,564d0959-17a2-4a30-87bd-0f684e3cf086,0,GENERAL,02/A/01/00035/06/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"08/06/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,a6285827-bce9-471b-847c-8fd5a4c67423,0,ADDITION,01/A/01/00024/05/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,Import,"30/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,fd127a40-dc70-4ac6-a2dc-f2b5b96e6a40,0,REFUND,22/A/01/00013/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"22/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,a58c9bdc-7d21-47b1-af87-93d756b39c3c,0,REFUND,22/A/01/00012/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"22/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,6d192fac-20e4-4d62-8cec-ef3afab9b064,0,REFUND,22/A/01/00008/03/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"06/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,a1a916ae-50bc-4e36-a9c3-4d1af215af16,0,ADDITION,22/A/01/00009/03/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"10/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,69fa8706-8db9-4e6f-b7aa-57841cb992e8,0,REFUND,22/A/01/00010/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"15/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,8664965f-fa5a-44b2-9e2d-f6a1d0988848,0,REFUND,22/A/01/00011/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"22/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,9eb55513-b5bc-48ef-8a8b-feda6f191ee7,0,ADDITION,22/A/01/00022/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"25/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,f4f1030d-cbfc-4a27-b3aa-8cb5f69e365d,0,ADDITION,22/A/01/00021/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"25/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,26dc1b31-1cc0-4fa8-ae92-754cdb9c5477,0,ADDITION,02/A/01/00005/02/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,"In Land","07/02/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,1aaf4401-4d05-4a0a-83d6-a400c0d86466,0,ADDITION,02/A/01/00008/03/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"14/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,51318b55-bb83-49db-8e08-6e6470839e6c,0,ADDITION,02/A/01/00012/03/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"15/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,82d2bd0c-c1ac-4931-94f4-678d7659e322,0,GENERAL,02/A/01/00014/03/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"22/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,5ea335f0-02cc-4623-8067-ece13a436ccd,0,GENERAL,02/A/01/00019/04/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"05/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,3a7f6b71-3260-439e-9f2e-7db34e40485c,0,GENERAL,02/A/01/00021/04/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,"In Land","13/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,82ca603e-e8a1-4a6a-b3fb-d2673214bd0e,0,ADDITION,02/A/01/00024/04/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"18/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,0c3d1b38-abfe-4b98-abd1-99820f242595,0,ADDITION,02/A/01/00022/04/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"14/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,840c1992-c725-4525-9707-2bbe4cabbcda,0,ADDITION,02/A/01/00023/04/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"18/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,7e4ab930-f55c-4400-94cb-294219e1c61d,0,ADDITION,02/A/01/00027/05/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"05/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,d5505ed8-0da3-40c3-91a1-36b9e32e9e17,0,ADDITION,02/A/01/00030/05/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"11/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,6717d1ba-83a1-42a8-bf04-33e7c641e29f,0,ADDITION,02/A/01/00032/05/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"18/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,3a838166-be9b-4c08-801a-4ba6831f6d98,0,ADDITION,02/A/01/00033/05/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"25/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,240ddc91-3dfb-4e5e-b1a0-0c56c333484d,0,ADDITION,02/A/01/00028/05/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"08/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,bbd3083c-9837-45e7-98d2-11724ddb8884,0,REVISED,02/A/01/00031/05/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"12/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,3cca23ca-5761-47c6-b2c5-1b8de8a92e53,0,REFUND,22/A/01/00020/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"22/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,69d5f946-1308-45f5-9b73-a269227e19ab,0,REFUND,22/A/01/00019/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"22/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,4bfd6be5-bce0-493b-9a06-b216eb404f20,0,REFUND,22/A/01/00018/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"22/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,2a334dc7-f9c5-4e07-8179-f64ae62ec90d,0,REFUND,22/A/01/00017/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"22/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,afc233af-e7a1-46a2-ba3a-0e0e69cb7c5b,0,REFUND,22/A/01/00016/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"22/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,285ab467-2ccc-440e-a018-39edce993c59,0,REVISED,22/A/01/00015/05/23,52411634-c3e6-42b6-8769-e453a0f70850,Import,"22/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,2fc57365-6f13-4c0a-9638-f3b776d5dd0c,0,REVISED,02/A/01/00029/05/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"11/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,b8987c2b-df45-4072-ad98-37d1ed2e04a9,0,GENERAL,02/A/01/00025/04/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,"In Land","27/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,33763b95-39b3-4584-b250-fd82ba6ad657,0,ADDITION,02/A/01/00020/04/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"05/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,1b4d7a0f-4538-4629-995e-3f328774b191,0,ADDITION,01/A/01/00021/04/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","17/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,936981ff-bc4d-41f2-942e-323796b5d778,0,REVISED,21/A/01/00005/05/23,21ac3f25-74e5-458e-a354-de39aac74aa6,Export,"12/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,c6d995bd-6799-4573-8b23-f2a4fadb8a35,0,ADDITION,21/A/01/00002/02/23,21ac3f25-74e5-458e-a354-de39aac74aa6,Import,"06/02/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,f818ece9-8e51-4cbb-8824-dcf2615125c8,0,GENERAL,16/A/01/00004/05/23,2429ead8-d406-4e4f-b573-b466200399e1,Import,"05/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,86eca801-33bc-4b9a-86c5-2c6a4f66a9b3,0,ADDITION,02/A/01/00026/04/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"28/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,6ddf6cf2-e75e-49e6-a1cd-6506b31465bf,0,ADDITION,02/A/01/00007/02/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"16/02/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,f1ee447a-f93f-45f6-ac3d-33b59f291574,0,ADDITION,02/A/01/00018/04/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"05/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,09466240-83ff-4339-94db-4ca9c23f14ce,0,ADDITION,02/A/01/00017/03/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"30/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,d48471e8-0719-4df2-9385-6c7e0e8e41a6,0,ADDITION,02/A/01/00016/03/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"30/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,2f7746ca-38ec-4229-92f5-368aa65bd862,0,ADDITION,02/A/01/00013/03/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"21/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,03066e75-f3c4-4365-ad18-96ac7c5a3773,0,ADDITION,20/A/01/00002/01/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"12/01/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,4d1a459d-ecaa-45b3-a623-49b9be74609f,0,ADDITION,20/A/01/00001/01/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"12/01/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,de7d1466-06c4-4884-85c7-41ec7758167d,0,ADDITION,20/A/01/00004/01/23,6624597f-5836-4f92-8c7e-0345c3c515e9,Import,"12/01/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,e558e9a6-8603-471a-89e9-820949613e99,0,REVISED,06/A/01/00003/05/23,2e3d53a0-959d-493a-b91b-7273fe2bcb5a,Import,"02/05/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,0576db25-57bc-4500-b3b9-f21e27051fd5,0,ADDITION,21/A/01/00004/03/23,21ac3f25-74e5-458e-a354-de39aac74aa6,Import,"03/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,e4a43115-929b-4731-95ef-c6d4b82abf7e,0,ADDITION,02/A/01/00002/01/23,01c58bea-0d3c-4c04-8b14-df867e9d4b6a,Import,"04/01/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,d44ede47-f73e-4d7e-bc2d-486743435a8c,0,GENERAL,01/A/01/00014/03/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","14/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,d3e3dc31-fc42-4604-9beb-bc7a3c24b133,0,GENERAL,01/A/01/00017/03/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","14/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,f19a38a0-e8d4-4322-b8db-227152ba5f24,0,GENERAL,01/A/01/00015/03/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","14/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,1331124e-ee6a-44d3-b9dc-b5ff861500cb,0,REVISED,01/A/01/00012/03/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","14/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,1e0868a4-3137-47c1-af8e-a41bbbc5f214,0,GENERAL,01/A/01/00020/04/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","05/04/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,a451d259-7fb5-437e-8e9d-cbcae15932d3,0,GENERAL,01/A/01/00019/03/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","14/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,b51c1fc2-1840-49aa-905f-c15dbfce05d9,0,GENERAL,01/A/01/00018/03/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","14/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,20984631-5848-4bae-8025-3ac023f370d5,0,GENERAL,01/A/01/00016/03/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","14/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,1a5aae86-d2ef-4e67-8c7d-88c89a67ebe8,0,GENERAL,01/A/01/00013/03/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","14/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,e3bfbf08-2b2f-4ddf-8805-c4e9ea124886,0,ADDITION,01/A/01/00011/03/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","09/03/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,11c740ee-eedf-4bd1-94bd-bf6c681f3bc4,0,ADDITION,01/A/01/00010/02/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","16/02/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,add8e14f-c76c-45eb-a7e4-11f8a93aa75c,0,GENERAL,01/A/01/00009/02/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","08/02/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,300cffaa-4cad-4901-8720-41c8f8959cd2,0,ADDITION,01/A/01/00008/02/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","03/02/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,a7cfd7ea-9a42-454b-9ebe-24afa691982e,0,ADDITION,01/A/01/00007/02/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","02/02/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,fa843a65-76a0-4cb6-be44-5e283e1e127d,0,ADDITION,01/A/01/00004/01/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","18/01/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,4036fcc1-7d1a-49e7-a87f-dba53b1c2065,0,GENERAL,01/A/01/00002/01/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","05/01/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,f2f0e920-bfd1-487c-883a-dcd16ce4ec2f,0,GENERAL,01/A/01/00003/01/23,0c1a4a9d-438b-4960-9d8e-711e6020d29f,"Import - Group","05/01/2023 12:00:00 am"
Valency.Models.Console.UnderWriting.uwAmendmentList,1eaa3c02-ee69-4029-b99d-3e3afe4f98f7,0,GENERAL,03/A/01/00026/03/23,93434ea8-156e-4ad8-a4b5-3c8b37c13853,Import,"22/03/2023 12:00:00 am"
